scenario,region,LandLeaf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Rapeseed_MissouriR_IRR_hi,-7.10E-05,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-4.36E-05,-4.36E-05,-4.36E-05,-4.36E-05,-4.36E-05,-2.51E-05,-2.51E-05,-2.51E-05,-2.51E-05,-2.51E-05,-2.28E-05,-2.28E-05,-2.28E-05,-2.28E-05,-2.28E-05,-1.91E-05,-1.91E-05,-1.91E-05,-1.91E-05,-1.91E-05,-1.58E-05,-1.58E-05,-1.58E-05,-1.58E-05,-1.58E-05,-1.72E-05,-1.72E-05,-1.72E-05,-1.72E-05,-1.72E-05,-1.30E-05,-1.30E-05,-1.30E-05,-1.30E-05,-1.30E-05,-2.80E-05,-2.80E-05,-2.80E-05,-2.80E-05,-2.80E-05,-2.66E-05,-2.66E-05,-2.66E-05,-2.66E-05,-2.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Rapeseed_MissouriR_IRR_lo,-7.10E-05,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,-6.54E-06,-6.54E-06,-6.54E-06,-6.54E-06,-6.54E-06,-5.15E-06,-5.15E-06,-5.15E-06,-5.15E-06,-5.15E-06,-2.56E-06,-2.56E-06,-2.56E-06,-2.56E-06,-2.56E-06,-3.93E-06,-3.93E-06,-3.93E-06,-3.93E-06,-3.93E-06,-4.22E-06,-4.22E-06,-4.22E-06,-4.22E-06,-4.22E-06,-2.69E-06,-2.69E-06,-2.69E-06,-2.69E-06,-2.69E-06,-7.27E-06,-7.27E-06,-7.27E-06,-7.27E-06,-7.27E-06,-6.38E-06,-6.38E-06,-6.38E-06,-6.38E-06,-6.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Rapeseed_MissouriR_RFD_hi,-0.00214419,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-0.00132652,-0.00132652,-0.00132652,-0.00132652,-0.00132652,-7.69E-04,-7.69E-04,-7.69E-04,-7.69E-04,-7.69E-04,-7.01E-04,-7.01E-04,-7.01E-04,-7.01E-04,-7.01E-04,-5.88E-04,-5.88E-04,-5.88E-04,-5.88E-04,-5.88E-04,-4.89E-04,-4.89E-04,-4.89E-04,-4.89E-04,-4.89E-04,-5.30E-04,-5.30E-04,-5.30E-04,-5.30E-04,-5.30E-04,-4.05E-04,-4.05E-04,-4.05E-04,-4.05E-04,-4.05E-04,-8.60E-04,-8.60E-04,-8.60E-04,-8.60E-04,-8.60E-04,-8.21E-04,-8.21E-04,-8.21E-04,-8.21E-04,-8.21E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Rapeseed_MissouriR_RFD_lo,-0.00214419,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-7.01E-04,-7.01E-04,-7.01E-04,-7.01E-04,-7.01E-04,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,-1.58E-04,-1.58E-04,-1.58E-04,-1.58E-04,-1.58E-04,-7.94E-05,-7.94E-05,-7.94E-05,-7.94E-05,-7.94E-05,-1.21E-04,-1.21E-04,-1.21E-04,-1.21E-04,-1.21E-04,-1.29E-04,-1.29E-04,-1.29E-04,-1.29E-04,-1.29E-04,-8.26E-05,-8.26E-05,-8.26E-05,-8.26E-05,-8.26E-05,-2.21E-04,-2.21E-04,-2.21E-04,-2.21E-04,-2.21E-04,-1.94E-04,-1.94E-04,-1.94E-04,-1.94E-04,-1.94E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,RootTuber_MissouriR_IRR_hi,2.91E-04,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,-2.35E-04,-2.35E-04,-2.35E-04,-2.35E-04,-2.35E-04,-2.58E-04,-2.58E-04,-2.58E-04,-2.58E-04,-2.58E-04,-2.40E-04,-2.40E-04,-2.40E-04,-2.40E-04,-2.40E-04,-2.56E-04,-2.56E-04,-2.56E-04,-2.56E-04,-2.56E-04,-2.12E-04,-2.12E-04,-2.12E-04,-2.12E-04,-2.12E-04,-1.80E-04,-1.80E-04,-1.80E-04,-1.80E-04,-1.80E-04,-1.63E-04,-1.63E-04,-1.63E-04,-1.63E-04,-1.63E-04,-1.54E-04,-1.54E-04,-1.54E-04,-1.54E-04,-1.54E-04,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,RootTuber_MissouriR_IRR_lo,2.91E-04,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,-1.09E-04,-1.09E-04,-1.09E-04,-1.09E-04,-1.09E-04,-7.16E-05,-7.16E-05,-7.16E-05,-7.16E-05,-7.16E-05,-6.02E-05,-6.02E-05,-6.02E-05,-6.02E-05,-6.02E-05,-5.80E-05,-5.80E-05,-5.80E-05,-5.80E-05,-5.80E-05,-4.96E-05,-4.96E-05,-4.96E-05,-4.96E-05,-4.96E-05,-4.15E-05,-4.15E-05,-4.15E-05,-4.15E-05,-4.15E-05,-3.74E-05,-3.74E-05,-3.74E-05,-3.74E-05,-3.74E-05,-1.29E-05,-1.29E-05,-1.29E-05,-1.29E-05,-1.29E-05,-9.38E-06,-9.38E-06,-9.38E-06,-9.38E-06,-9.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,RootTuber_MissouriR_RFD_hi,4.18E-05,1.53E-06,1.53E-06,1.53E-06,1.53E-06,1.53E-06,-3.39E-05,-3.39E-05,-3.39E-05,-3.39E-05,-3.39E-05,-3.73E-05,-3.73E-05,-3.73E-05,-3.73E-05,-3.73E-05,-3.53E-05,-3.53E-05,-3.53E-05,-3.53E-05,-3.53E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.07E-05,-3.07E-05,-3.07E-05,-3.07E-05,-3.07E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.44E-05,-2.44E-05,-2.44E-05,-2.44E-05,-2.44E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.13E-05,-2.13E-05,-2.13E-05,-2.13E-05,-2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,RootTuber_MissouriR_RFD_lo,4.18E-05,1.53E-06,1.53E-06,1.53E-06,1.53E-06,1.53E-06,-1.57E-05,-1.57E-05,-1.57E-05,-1.57E-05,-1.57E-05,-1.03E-05,-1.03E-05,-1.03E-05,-1.03E-05,-1.03E-05,-8.78E-06,-8.78E-06,-8.78E-06,-8.78E-06,-8.78E-06,-8.36E-06,-8.36E-06,-8.36E-06,-8.36E-06,-8.36E-06,-7.15E-06,-7.15E-06,-7.15E-06,-7.15E-06,-7.15E-06,-5.98E-06,-5.98E-06,-5.98E-06,-5.98E-06,-5.98E-06,-5.45E-06,-5.45E-06,-5.45E-06,-5.45E-06,-5.45E-06,-1.87E-06,-1.87E-06,-1.87E-06,-1.87E-06,-1.87E-06,-1.39E-06,-1.39E-06,-1.39E-06,-1.39E-06,-1.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Shrubland_MissouriR,-0.0526978,-0.0533102,-0.0536452,-0.0537497,-0.0536637,-0.0534218,-0.017014,-0.0161397,-0.0150028,-0.0136593,-0.0121566,-0.0135077,-0.0118053,-0.0100467,-0.00825575,-0.00645238,-0.00759707,-0.00581842,-0.00406821,-0.00235511,-6.86E-04,0.00442924,0.00599915,0.00751319,0.00896942,0.0103667,0.00466144,0.00593517,0.00714993,0.00830673,0.00940681,0.00795571,0.00894575,0.00988397,0.0107723,0.0116126,0.00702818,0.00777644,0.00848258,0.00914861,0.00977645,0.0201843,0.0207442,0.0212714,0.0217678,0.0222349,0.0200947,0.0205073,0.0208951,0.0212594,0.0216017,-0.00473441,-0.00443661,-0.00415748,-0.00389585,-0.00365063,-0.0034208,-0.0032054,-0.00300354,-0.00281435,-0.00263706,-0.00247091,-0.0023152,-0.0021693,-0.00203257,-0.00190444,-0.00178438,-0.00167188,-0.00156646,-0.00146768,-0.00137513,-0.0012884,-0.00120714,-0.00113099,-0.00105965,-9.93E-04,-9.30E-04,-8.71E-04,-8.17E-04,-7.65E-04,-7.17E-04,-6.71E-04,-6.29E-04,-5.89E-04,-5.52E-04,-5.17E-04,-4.85E-04,-4.54E-04,-4.25E-04,-3.99E-04,-3.73E-04,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Soybean_MissouriR_IRR_hi,-0.0118651,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.00424516,-0.00424516,-0.00424516,-0.00424516,-0.00424516,-0.00930897,-0.00930897,-0.00930897,-0.00930897,-0.00930897,-0.00635178,-0.00635178,-0.00635178,-0.00635178,-0.00635178,5.71E-04,5.71E-04,5.71E-04,5.71E-04,5.71E-04,0.00219809,0.00219809,0.00219809,0.00219809,0.00219809,0.00259632,0.00259632,0.00259632,0.00259632,0.00259632,0.00415322,0.00415322,0.00415322,0.00415322,0.00415322,-0.00500374,-0.00500374,-0.00500374,-0.00500374,-0.00500374,-0.00401787,-0.00401787,-0.00401787,-0.00401787,-0.00401787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Soybean_MissouriR_IRR_lo,-0.0118651,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.00416208,-0.00416208,-0.00416208,-0.00416208,-0.00416208,-0.00550919,-0.00550919,-0.00550919,-0.00550919,-0.00550919,-0.00388513,-0.00388513,-0.00388513,-0.00388513,-0.00388513,-5.77E-04,-5.77E-04,-5.77E-04,-5.77E-04,-5.77E-04,-5.33E-04,-5.33E-04,-5.33E-04,-5.33E-04,-5.33E-04,8.03E-05,8.03E-05,8.03E-05,8.03E-05,8.03E-05,0.00105386,0.00105386,0.00105386,0.00105386,0.00105386,-0.00175691,-0.00175691,-0.00175691,-0.00175691,-0.00175691,-6.72E-04,-6.72E-04,-6.72E-04,-6.72E-04,-6.72E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Soybean_MissouriR_RFD_hi,-0.0537182,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0636075,-0.0636075,-0.0636075,-0.0636075,-0.0636075,-0.0899035,-0.0899035,-0.0899035,-0.0899035,-0.0899035,-0.0780687,-0.0780687,-0.0780687,-0.0780687,-0.0780687,-0.0608814,-0.0608814,-0.0608814,-0.0608814,-0.0608814,-0.0509209,-0.0509209,-0.0509209,-0.0509209,-0.0509209,-0.0444958,-0.0444958,-0.0444958,-0.0444958,-0.0444958,-0.030559,-0.030559,-0.030559,-0.030559,-0.030559,-0.033543,-0.033543,-0.033543,-0.033543,-0.033543,-0.0276185,-0.0276185,-0.0276185,-0.0276185,-0.0276185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Soybean_MissouriR_RFD_lo,-0.0537182,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0303258,-0.0303258,-0.0303258,-0.0303258,-0.0303258,-0.0350884,-0.0350884,-0.0350884,-0.0350884,-0.0350884,-0.0266082,-0.0266082,-0.0266082,-0.0266082,-0.0266082,-0.014542,-0.014542,-0.014542,-0.014542,-0.014542,-0.0116001,-0.0116001,-0.0116001,-0.0116001,-0.0116001,-0.00932829,-0.00932829,-0.00932829,-0.00932829,-0.00932829,-0.00432175,-0.00432175,-0.00432175,-0.00432175,-0.00432175,-0.00568516,-0.00568516,-0.00568516,-0.00568516,-0.00568516,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,SugarCrop_MissouriR_IRR_hi,0.00362438,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,9.16E-04,9.16E-04,9.16E-04,9.16E-04,9.16E-04,0.001042,0.001042,0.001042,0.001042,0.001042,0.00117965,0.00117965,0.00117965,0.00117965,0.00117965,-0.00268029,-0.00268029,-0.00268029,-0.00268029,-0.00268029,-0.0030612,-0.0030612,-0.0030612,-0.0030612,-0.0030612,-0.00316675,-0.00316675,-0.00316675,-0.00316675,-0.00316675,-0.00315233,-0.00315233,-0.00315233,-0.00315233,-0.00315233,-0.00126005,-0.00126005,-0.00126005,-0.00126005,-0.00126005,-0.0011142,-0.0011142,-0.0011142,-0.0011142,-0.0011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,SugarCrop_MissouriR_IRR_lo,0.00362438,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,6.86E-04,6.86E-04,6.86E-04,6.86E-04,6.86E-04,9.04E-04,9.04E-04,9.04E-04,9.04E-04,9.04E-04,9.54E-04,9.54E-04,9.54E-04,9.54E-04,9.54E-04,-0.00233589,-0.00233589,-0.00233589,-0.00233589,-0.00233589,-0.00138451,-0.00138451,-0.00138451,-0.00138451,-0.00138451,-0.00136137,-0.00136137,-0.00136137,-0.00136137,-0.00136137,-0.00128225,-0.00128225,-0.00128225,-0.00128225,-0.00128225,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.04E-04,-2.04E-04,-2.04E-04,-2.04E-04,-2.04E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,SugarCrop_MissouriR_RFD_hi,7.51E-04,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,1.85E-04,1.85E-04,1.85E-04,1.85E-04,1.85E-04,2.11E-04,2.11E-04,2.11E-04,2.11E-04,2.11E-04,2.40E-04,2.40E-04,2.40E-04,2.40E-04,2.40E-04,-5.59E-04,-5.59E-04,-5.59E-04,-5.59E-04,-5.59E-04,-6.38E-04,-6.38E-04,-6.38E-04,-6.38E-04,-6.38E-04,-6.59E-04,-6.59E-04,-6.59E-04,-6.59E-04,-6.59E-04,-6.56E-04,-6.56E-04,-6.56E-04,-6.56E-04,-6.56E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.38E-04,-2.38E-04,-2.38E-04,-2.38E-04,-2.38E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,SugarCrop_MissouriR_RFD_lo,7.51E-04,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,-5.22E-05,1.41E-04,1.41E-04,1.41E-04,1.41E-04,1.41E-04,1.86E-04,1.86E-04,1.86E-04,1.86E-04,1.86E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,-4.84E-04,-4.84E-04,-4.84E-04,-4.84E-04,-4.84E-04,-2.87E-04,-2.87E-04,-2.87E-04,-2.87E-04,-2.87E-04,-2.82E-04,-2.82E-04,-2.82E-04,-2.82E-04,-2.82E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-2.66E-04,-5.64E-05,-5.64E-05,-5.64E-05,-5.64E-05,-5.64E-05,-4.30E-05,-4.30E-05,-4.30E-05,-4.30E-05,-4.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Tundra_MissouriR,-1.95E-04,-7.13E-04,-7.33E-04,-7.62E-04,-7.98E-04,-8.40E-04,-8.78E-04,-9.04E-04,-9.20E-04,-9.27E-04,-9.26E-04,-9.20E-04,-9.09E-04,-8.93E-04,-8.75E-04,-8.53E-04,-8.30E-04,-8.04E-04,-7.78E-04,-7.51E-04,-7.23E-04,-6.96E-04,-6.68E-04,-6.40E-04,-6.13E-04,-5.86E-04,-5.60E-04,-5.34E-04,-5.09E-04,-4.85E-04,-4.62E-04,-4.39E-04,-4.18E-04,-3.97E-04,-3.77E-04,-3.57E-04,-3.39E-04,-3.21E-04,-3.04E-04,-2.88E-04,-2.73E-04,-2.58E-04,-2.44E-04,-2.31E-04,-2.19E-04,-2.07E-04,-1.95E-04,-1.85E-04,-1.75E-04,-1.65E-04,-1.56E-04,-1.47E-04,-1.39E-04,-1.31E-04,-1.24E-04,-1.17E-04,-1.10E-04,-1.04E-04,-9.80E-05,-9.25E-05,-8.72E-05,-8.22E-05,-7.76E-05,-7.31E-05,-6.90E-05,-6.50E-05,-6.13E-05,-5.78E-05,-5.45E-05,-5.13E-05,-4.84E-05,-4.56E-05,-4.30E-05,-4.05E-05,-3.82E-05,-3.60E-05,-3.39E-05,-3.19E-05,-3.01E-05,-2.84E-05,-2.67E-05,-2.52E-05,-2.37E-05,-2.23E-05,-2.11E-05,-1.98E-05,-1.87E-05,-1.76E-05,-1.66E-05,-1.56E-05,-1.47E-05,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,UnmanagedForest_MissouriR,-1.08395,-1.17082,-1.23567,-1.2817,-1.3117,-1.32813,-1.3331,-1.32848,-1.31587,-1.29667,-1.27209,-1.24319,-1.21086,-1.17588,-1.13893,-1.10055,-1.06126,-1.02144,-0.981463,-0.941605,-0.902112,-0.863185,-0.824985,-0.787645,-0.75127,-0.715939,-0.681714,-0.648637,-0.616738,-0.586032,-0.556525,-0.528214,-0.501088,-0.475131,-0.450321,-0.426632,-0.404036,-0.382502,-0.361996,-0.342484,-0.323931,-0.306301,-0.289559,-0.273667,-0.258591,-0.244296,-0.230747,-0.21791,-0.205753,-0.194243,-0.183351,-0.173045,-0.163297,-0.15408,-0.145367,-0.137131,-0.129349,-0.121997,-0.115053,-0.108496,-0.102304,-0.0964578,-0.0909399,-0.0857321,-0.0808175,-0.0761804,-0.0718054,-0.0676783,-0.0637854,-0.0601137,-0.056651,-0.0533856,-0.0503066,-0.0474035,-0.0446665,-0.0420862,-0.0396538,-0.0373609,-0.0351998,-0.0331628,-0.031243,-0.0294337,-0.0277286,-0.0261218,-0.0246077,-0.0231809,-0.0218366,-0.0205699,-0.0193763,-0.0182518,-0.0171924,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,UnmanagedPasture_MissouriR,-2.45999,-2.43859,-2.29328,-2.11458,-1.94321,-1.79485,0.847389,1.12549,1.39631,1.63203,1.82555,1.66318,1.78188,1.87256,1.94114,1.99264,1.75857,1.78715,1.80836,1.82407,1.83569,1.9848,1.99115,1.99583,1.99929,2.00183,1.5304,1.5318,1.53284,1.53361,1.53418,1.35704,1.35736,1.3576,1.35778,1.35791,1.03585,1.03594,1.03601,1.03606,1.03611,1.53619,1.53619,1.53618,1.53617,1.53616,1.36514,1.36514,1.36515,1.36515,1.36515,-4.85E-04,-4.13E-04,-3.36E-04,-2.65E-04,-2.05E-04,-1.57E-04,-1.19E-04,-8.96E-05,-6.72E-05,-5.02E-05,-3.74E-05,-2.79E-05,-2.07E-05,-1.54E-05,-1.14E-05,-8.48E-06,-6.29E-06,-4.66E-06,-3.45E-06,-2.56E-06,-1.90E-06,-1.41E-06,-1.04E-06,-7.72E-07,-5.72E-07,-4.24E-07,-3.14E-07,-2.33E-07,-1.72E-07,-1.28E-07,-9.46E-08,-7.00E-08,-5.19E-08,-3.84E-08,-2.85E-08,-2.11E-08,-1.56E-08,-1.16E-08,-8.58E-09,-6.35E-09,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,UrbanLand_MissouriR,-0.0212729,-0.0225866,-0.0225866,-0.0225866,-0.0225866,-0.0225866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Wheat_MissouriR_IRR_hi,6.00E-04,0.00319186,0.00319186,0.00319186,0.00319186,0.00319186,0.00220572,0.00220572,0.00220572,0.00220572,0.00220572,0.00159325,0.00159325,0.00159325,0.00159325,0.00159325,0.00146444,0.00146444,0.00146444,0.00146444,0.00146444,-3.77E-04,-3.77E-04,-3.77E-04,-3.77E-04,-3.77E-04,1.09E-05,1.09E-05,1.09E-05,1.09E-05,1.09E-05,3.07E-04,3.07E-04,3.07E-04,3.07E-04,3.07E-04,3.95E-04,3.95E-04,3.95E-04,3.95E-04,3.95E-04,-9.23E-04,-9.23E-04,-9.23E-04,-9.23E-04,-9.23E-04,-8.43E-04,-8.43E-04,-8.43E-04,-8.43E-04,-8.43E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Wheat_MissouriR_IRR_lo,6.00E-04,0.00319186,0.00319186,0.00319186,0.00319186,0.00319186,2.23E-04,2.23E-04,2.23E-04,2.23E-04,2.23E-04,4.98E-04,4.98E-04,4.98E-04,4.98E-04,4.98E-04,7.20E-04,7.20E-04,7.20E-04,7.20E-04,7.20E-04,-1.75E-04,-1.75E-04,-1.75E-04,-1.75E-04,-1.75E-04,1.11E-04,1.11E-04,1.11E-04,1.11E-04,1.11E-04,2.71E-05,2.71E-05,2.71E-05,2.71E-05,2.71E-05,2.69E-04,2.69E-04,2.69E-04,2.69E-04,2.69E-04,-4.51E-04,-4.51E-04,-4.51E-04,-4.51E-04,-4.51E-04,-1.93E-04,-1.93E-04,-1.93E-04,-1.93E-04,-1.93E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Wheat_MissouriR_RFD_hi,0.0130563,0.0694556,0.0694556,0.0694556,0.0694556,0.0694556,-0.0237154,-0.0237154,-0.0237154,-0.0237154,-0.0237154,-0.0294153,-0.0294153,-0.0294153,-0.0294153,-0.0294153,-0.0255587,-0.0255587,-0.0255587,-0.0255587,-0.0255587,-0.0400582,-0.0400582,-0.0400582,-0.0400582,-0.0400582,-0.0271297,-0.0271297,-0.0271297,-0.0271297,-0.0271297,-0.0172351,-0.0172351,-0.0172351,-0.0172351,-0.0172351,-0.0142768,-0.0142768,-0.0142768,-0.0142768,-0.0142768,-0.030417,-0.030417,-0.030417,-0.030417,-0.030417,-0.0287788,-0.0287788,-0.0287788,-0.0287788,-0.0287788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Wheat_MissouriR_RFD_lo,0.0130563,0.0694556,0.0694556,0.0694556,0.0694556,0.0694556,-0.0151541,-0.0151541,-0.0151541,-0.0151541,-0.0151541,-0.00722927,-0.00722927,-0.00722927,-0.00722927,-0.00722927,1.68E-05,1.68E-05,1.68E-05,1.68E-05,1.68E-05,-0.00703284,-0.00703284,-0.00703284,-0.00703284,-0.00703284,-0.00345403,-0.00345403,-0.00345403,-0.00345403,-0.00345403,-0.00600482,-0.00600482,-0.00600482,-0.00600482,-0.00600482,3.46E-04,3.46E-04,3.46E-04,3.46E-04,3.46E-04,-0.00853725,-0.00853725,-0.00853725,-0.00853725,-0.00853725,-0.0018405,-0.0018405,-0.0018405,-0.0018405,-0.0018405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,biomassGrass_MissouriR_IRR_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
